tempo,swing,density,dynamic_range,energy,mean_note_length,std_note_length,velocity_mean,velocity_std,pitch_mean,pitch_range,avg_polyphony,syncopation,onset_entropy,instrument_count,mood,timing_feel,rhythmic_density,dynamic_intensity,fill_activity,fx_character,timestamp
86.0001,0.0298,34.7874,118.0000,11.6063,0.2772,0.3488,78.5423,23.9717,60.1195,55,12.8334,0.0050,0.3931,12,chill,0,3,0,6,0,2025-07-02T21:32:15.100295
85.0002,0.0495,6.5241,43.0000,3.8805,0.5466,0.4149,79.5057,5.9005,61.2000,31,2.1000,0.0618,1.1832,1,chill,1,2,0,6,0,2025-07-02T21:32:15.149327
136.7500,0.0094,21.5569,23.0000,7.4025,0.1218,0.0753,126.9474,0.9530,36.0098,29,2.8277,0.0105,0.0813,3,chill,1,3,0,5,0,2025-07-02T21:32:15.382376
150.0000,0.0386,5.9375,0.0000,3.5467,0.9105,0.6427,100.0000,0.0000,78.1579,31,3.2237,0.0559,1.5590,1,chill,1,2,0,6,0,2025-07-02T21:32:15.429486
95.8033,0.3446,20.0939,126.0000,8.2863,0.3969,0.5980,84.6477,28.1449,56.9898,62,7.5159,0.0332,0.1608,11,chill,2,3,0,6,0,2025-07-02T21:32:15.618176
126.0001,0.2890,28.9161,76.0000,9.4058,0.3103,0.2342,84.5513,11.0493,57.6476,66,6.5868,0.0084,0.4117,14,chill,1,3,0,6,0,2025-07-02T21:32:15.747653
120.0000,0.1188,2.8926,66.0000,3.2642,0.2741,0.1877,74.2857,11.4073,69.2208,14,0.9805,0.0789,1.0648,1,chill,2,1,0,2,0,2025-07-02T21:32:15.785562
120.0000,0.3590,6.1231,0.0000,3.0166,0.4548,0.0962,64.0000,0.0000,49.9698,45,1.6709,0.0370,1.1834,3,chill,2,2,0,6,0,2025-07-02T21:32:15.835837
111.1000,0.0511,7.6888,0.0000,4.3828,0.8430,0.6481,127.0000,0.0000,65.8960,69,4.9297,0.0531,1.0461,6,chill,1,2,0,6,0,2025-07-02T21:32:15.932451
131.8020,0.0035,25.1899,90.0000,8.8473,0.1649,0.4595,93.6584,27.2845,48.8278,67,5.6814,0.0066,0.6949,12,chill,0,3,0,6,0,2025-07-02T21:32:16.115451
175.0036,0.0116,20.2759,123.0000,8.2148,0.3100,0.5268,80.3328,22.7064,55.8509,56,7.2981,0.0104,0.5510,13,chill,1,3,0,6,0,2025-07-02T21:32:16.330047
93.0002,0.0126,9.7504,100.0000,5.3249,0.2949,0.6875,74.5360,22.7278,47.4580,55,3.2936,0.0262,0.5790,7,chill,1,2,0,6,0,2025-07-02T21:32:16.489455
58.3000,0.0330,2.9026,64.0000,3.3839,0.9003,1.3408,82.0394,11.9231,68.1434,43,1.5717,0.1791,0.6316,2,chill,1,1,0,6,0,2025-07-02T21:32:16.539425
128.0964,0.0185,3.6512,14.0000,2.4222,0.9865,0.9802,36.2407,2.9841,71.4444,55,2.6852,0.0642,1.6325,1,chill,1,1,0,6,0,2025-07-02T21:32:16.583553
63.5715,0.0319,3.1775,20.0000,3.4638,1.0021,1.1351,125.2552,3.6382,65.6624,64,2.2938,0.1667,0.7341,1,chill,1,1,0,6,0,2025-07-02T21:32:16.642325
175.5627,0.0248,16.0781,31.0000,5.4628,0.1282,0.1313,58.5043,8.2186,64.4183,55,2.1183,0.0046,1.2184,2,chill,0,3,0,6,0,2025-07-02T21:32:16.751675
150.0000,0.0249,24.3554,76.0000,8.3521,0.1877,0.1723,86.1151,14.5961,53.6352,45,5.0946,0.0049,0.7224,6,chill,0,3,0,6,0,2025-07-02T21:32:16.904861
183.0052,0.0457,31.8987,81.0000,10.4190,0.1841,0.5658,112.1995,22.1716,58.4330,66,6.4167,0.0037,0.5414,7,chill,1,3,0,6,0,2025-07-02T21:32:17.167194
111.6006,0.0004,16.7293,79.0000,6.9730,0.3789,0.4260,99.9621,13.2361,53.1680,69,5.1374,0.0112,0.6391,6,chill,1,3,0,6,0,2025-07-02T21:32:17.335381
48.0000,0.1464,2.8556,30.0000,2.7939,1.1730,0.8495,63.7121,2.6675,65.8171,55,2.6051,0.1780,1.4501,1,chill,2,1,0,6,0,2025-07-02T21:32:17.388847
93.0000,0.2215,3.0231,63.0000,3.4537,1.3264,1.4263,77.0619,14.4593,64.0938,53,3.0347,0.1818,0.7210,2,chill,2,1,0,6,0,2025-07-02T21:32:17.447656
131.5043,0.0301,46.4131,126.0000,13.6507,0.1259,0.2524,81.7676,27.1824,69.1347,75,6.3712,0.0019,0.6436,14,chill,1,3,0,6,0,2025-07-02T21:32:17.836579
129.0001,0.0197,16.0952,123.0000,7.4972,0.6126,0.9183,77.1747,28.3487,61.2186,55,9.6841,0.0091,0.8140,10,chill,0,3,0,6,0,2025-07-02T21:32:18.022416
116.0001,0.0902,22.0475,101.0000,8.6862,0.3124,0.4367,108.0230,17.8268,54.0430,68,7.8510,0.0063,0.8048,5,chill,1,3,0,6,0,2025-07-02T21:32:18.180722
102.0001,0.0180,29.2183,103.0000,9.8032,0.1545,0.3780,92.0865,25.1290,46.4782,48,5.2730,0.0043,0.5766,5,chill,0,3,0,6,0,2025-07-02T21:32:18.404942
78.4001,0.0437,15.5491,126.0000,7.4465,0.4965,0.6988,91.5330,14.3960,58.0803,76,7.8120,0.0272,0.0834,15,chill,1,3,0,6,0,2025-07-02T21:32:18.673673
73.0001,0.2013,11.1447,117.0000,6.1617,0.5600,0.6427,78.7385,18.1579,50.1121,53,6.6771,0.0284,0.5240,5,chill,2,3,0,6,0,2025-07-02T21:32:18.783569
100.0000,0.0117,7.6274,66.0000,4.1974,0.2229,0.2599,61.9104,11.9745,71.4252,58,2.1778,0.0138,1.2762,1,chill,1,2,0,6,0,2025-07-02T21:32:18.895386
143.0001,1.0000,8.0438,0.0000,4.1378,0.1067,0.0227,127.0000,0.0000,83.5926,22,1.0000,0.0182,1.5690,1,chill,1,2,0,4,0,2025-07-02T21:32:18.937193
109.9999,0.0640,17.9661,25.0000,7.0325,0.5022,0.6661,126.9850,0.6128,52.9591,55,7.1766,0.0093,0.8602,10,chill,1,3,0,6,0,2025-07-02T21:32:19.086364
56.2222,0.0323,15.4556,112.0000,7.2871,0.6805,1.4414,79.5061,19.2462,62.5213,80,10.1353,0.0128,0.8340,14,chill,1,3,0,6,0,2025-07-02T21:32:19.268708
78.0001,0.0892,8.3892,92.0000,5.2134,0.8506,1.3158,70.6303,19.5175,55.1176,67,7.2814,0.0393,0.7356,7,chill,1,2,0,6,0,2025-07-02T21:32:19.344679
130.0001,0.0125,44.3865,115.0000,13.3440,0.1874,0.5064,74.0600,24.5995,57.7622,62,10.7178,0.0025,0.6466,14,chill,0,3,0,6,0,2025-07-02T21:32:20.063462
140.0005,0.0450,34.1852,80.0000,10.9039,0.1571,0.1879,113.3240,13.9369,60.7246,68,6.4996,0.0051,0.5361,15,chill,1,3,0,6,0,2025-07-02T21:32:20.275503
198.9997,0.1558,94.0995,124.0000,23.9758,0.1187,0.1182,81.6605,30.1308,63.8207,50,11.2978,0.0007,0.7766,10,chill,1,3,0,6,0,2025-07-02T21:32:20.410321
90.0000,0.1794,8.3321,39.0000,4.5891,0.5545,1.3397,100.5478,1.5959,48.8693,60,3.6277,0.0343,0.6816,10,chill,2,2,0,6,0,2025-07-02T21:32:20.623051
88.0000,0.0896,30.7438,126.0000,10.8981,0.3385,0.6576,84.2975,25.3952,55.8260,72,12.3625,0.0044,0.6767,16,chill,1,3,0,6,0,2025-07-02T21:32:20.976355
139.0002,0.9015,12.8623,0.0000,4.8134,0.1079,0.0000,100.0000,0.0000,54.3602,41,1.0253,0.0059,1.0616,4,chill,1,3,0,6,0,2025-07-02T21:32:21.049272
140.0001,0.0240,32.6667,0.0000,9.2630,0.1790,0.4296,100.0000,0.0000,53.5452,48,4.9223,0.0022,0.9435,5,chill,0,3,0,6,0,2025-07-02T21:32:21.120947
140.0001,0.3333,2.6250,0.0000,2.6342,0.3810,0.2428,100.0000,0.0000,59.7778,10,0.5000,0.0623,1.8126,1,chill,2,1,0,3,0,2025-07-02T21:32:21.163194
140.0001,0.8056,1.7489,0.0000,2.4268,0.2679,0.0924,98.0000,0.0000,75.7500,16,0.5000,0.1102,2.1245,1,chill,2,0,0,4,0,2025-07-02T21:32:21.206503
140.0001,0.0543,8.7072,40.0000,4.4237,0.1899,0.0995,95.7153,9.6822,52.1818,42,1.1998,0.0095,1.1832,1,chill,1,2,0,6,0,2025-07-02T21:32:21.279445
78.5264,0.0550,5.7950,0.0000,3.1725,0.4803,0.3862,80.0000,0.0000,61.5025,43,2.0112,0.0407,1.0105,3,chill,1,2,0,6,0,2025-07-02T21:32:21.358239
135.7501,0.1788,2.6809,70.0000,3.4199,0.9809,1.2235,81.1947,13.6890,67.9493,74,1.7596,0.4341,0.8424,1,chill,2,1,0,6,0,2025-07-02T21:32:22.990042
183.3335,0.1151,34.8027,52.0000,10.7383,0.2185,0.2158,126.8001,2.4330,43.5485,55,5.2802,0.0048,0.1447,9,chill,1,3,0,6,0,2025-07-02T21:32:23.644067
123.0002,0.0222,18.4778,57.0000,7.2822,0.3306,0.3473,126.5666,4.0802,43.6116,58,3.9161,0.0105,0.5342,8,chill,1,3,0,6,0,2025-07-02T21:32:23.981084
183.3335,0.0213,28.9149,52.0000,9.4331,0.2241,0.2274,126.9316,1.8849,45.4236,61,4.3193,0.0057,0.1675,7,chill,0,3,0,6,0,2025-07-02T21:32:24.809510
120.0000,0.0141,22.1996,126.0000,8.6097,0.1771,0.4123,91.4766,29.3862,55.5345,55,5.0527,0.0069,0.9571,13,chill,0,3,0,6,0,2025-07-02T21:32:25.111883
114.0000,0.0058,19.0004,126.0000,7.7174,0.3431,1.0525,54.0525,19.8182,55.6276,69,7.9554,0.0056,0.7304,13,chill,0,3,0,6,0,2025-07-02T21:32:25.405410
120.0000,0.0313,25.8112,126.0000,9.1951,0.2286,0.7191,66.6026,19.6146,51.3415,89,6.7472,0.0044,0.1216,14,chill,1,3,0,6,0,2025-07-02T21:32:25.779798
128.0000,0.0323,13.0000,30.0000,5.2001,0.2344,0.0000,94.2000,8.4923,63.3692,24,1.5462,0.0120,0.8539,1,chill,1,3,0,4,0,2025-07-02T21:32:25.822182
135.0001,0.0156,11.4609,0.0000,4.4937,0.1429,0.0547,97.0000,0.0000,45.5583,39,1.1442,0.0021,0.7866,2,chill,0,3,0,6,0,2025-07-02T21:32:25.868703
92.5556,0.0469,11.4258,99.0000,6.1624,0.8582,0.7672,81.0015,12.9242,61.8466,69,8.4802,0.0205,0.9490,8,chill,1,3,0,6,0,2025-07-02T21:32:26.007048
128.0000,1.0000,10.5956,86.0000,5.5191,0.3350,0.2363,98.2517,14.1711,55.9094,59,2.1443,0.0153,0.7690,1,chill,1,3,0,6,0,2025-07-02T21:32:26.069905
124.6667,0.0880,6.5867,37.0000,3.6269,0.4330,0.2699,60.4343,7.8900,64.8494,41,2.6576,0.0290,1.1806,2,chill,1,2,0,6,0,2025-07-02T21:32:26.133443
110.9999,0.0272,30.2228,59.0000,9.8448,0.2053,0.4437,110.2146,12.0023,56.8691,91,7.4472,0.0043,0.1672,8,chill,0,3,0,6,0,2025-07-02T21:32:26.406896
118.0045,0.0554,36.0709,126.0000,11.7274,0.1967,0.5937,82.8546,24.4528,63.1029,68,9.1019,0.0050,0.0138,15,chill,1,3,0,6,0,2025-07-02T21:32:26.731153
128.0000,0.0111,29.9304,92.0000,9.8862,0.2073,0.3096,84.8104,14.6275,56.1251,60,7.3150,0.0041,0.6448,11,chill,0,3,0,6,0,2025-07-02T21:32:26.938170
73.7175,0.0460,20.4330,91.0000,8.3984,0.6789,0.7808,90.3020,19.9951,55.5500,77,12.7294,0.0152,0.4305,13,chill,1,3,0,6,0,2025-07-02T21:32:27.146665
137.0001,0.0668,22.6360,52.0000,7.9399,0.1877,0.3370,112.2385,14.4050,51.2124,52,4.2941,0.0045,0.8364,10,chill,1,3,0,6,0,2025-07-02T21:32:27.336399
58.0002,0.0493,14.7048,40.0000,6.2037,0.6947,1.2110,94.9734,6.5711,57.6612,62,7.8184,0.0306,0.0342,13,chill,1,3,0,6,0,2025-07-02T21:32:27.693238
45.1538,0.0720,0.4487,104.0000,3.3186,0.5653,0.4553,69.3408,17.6499,63.7917,60,2.6438,0.0527,0.8208,2,chill,1,0,0,6,0,2025-07-02T21:32:27.830812
59.1539,0.0734,13.1788,85.0000,5.9433,0.6072,1.1178,59.6815,17.0713,61.6793,61,6.7309,0.0183,0.7140,15,chill,1,3,0,6,0,2025-07-02T21:32:28.048042
210.8241,0.0760,13.5692,91.0000,5.9600,0.2373,0.2207,72.0691,19.4588,65.5589,62,3.1023,0.0120,0.2774,1,chill,1,3,0,6,0,2025-07-02T21:32:28.319372
210.0001,0.0704,27.8979,117.0000,9.6500,0.2513,0.2778,77.8526,20.0454,66.3646,52,6.7126,0.0065,0.1550,10,chill,1,3,0,6,0,2025-07-02T21:32:28.736593
100.0000,0.0127,21.6128,126.0000,8.3518,0.1750,0.3383,89.9861,24.1938,50.1054,61,3.6111,0.0051,0.6688,10,chill,0,3,0,6,0,2025-07-02T21:32:28.937823
94.0001,0.0957,52.5151,102.0000,14.8649,0.2007,0.2016,95.2454,12.0194,46.0704,58,7.4127,0.0026,0.4236,18,chill,1,3,0,6,0,2025-07-02T21:32:29.511733
78.0001,0.0467,13.3401,89.0000,6.2840,0.6192,0.4447,86.2946,16.7848,54.1014,53,5.8450,0.0210,0.8165,9,chill,1,3,0,6,0,2025-07-02T21:32:29.602993
72.0000,0.0012,3.0243,88.0000,3.4777,0.5378,0.3907,63.4611,16.2542,65.6702,52,1.4155,0.0638,0.9305,2,chill,1,1,0,6,0,2025-07-02T21:32:29.658745
120.0000,0.0966,6.0476,0.0000,3.4451,0.5896,0.5149,96.0000,0.0000,61.2677,55,2.2953,0.0271,1.2013,1,chill,1,2,0,6,0,2025-07-02T21:32:29.703434
72.0000,0.0601,4.2385,30.0000,3.3305,1.0360,0.9837,79.2886,6.3173,59.4283,55,3.2985,0.1326,0.9904,5,chill,1,1,0,6,0,2025-07-02T21:32:29.763264
120.0000,0.1073,5.1000,0.0000,3.0257,0.5484,0.3747,80.0000,0.0000,52.2206,50,1.9886,0.0696,1.1711,2,chill,2,2,0,6,0,2025-07-02T21:32:29.827317
150.0000,0.1089,9.3964,0.0000,3.7166,0.3268,0.2510,64.0000,0.0000,53.1503,46,1.8794,0.0176,1.1925,2,chill,1,2,0,6,0,2025-07-02T21:32:29.897401
138.9999,0.1080,10.9705,0.0000,4.4307,0.2519,0.1575,95.0000,0.0000,56.0825,40,1.9313,0.0127,1.0878,2,chill,1,3,0,6,0,2025-07-02T21:32:29.993388
120.0000,0.0991,6.7580,0.0000,3.4115,0.4624,0.4353,80.0000,0.0000,57.6404,47,2.4791,0.0299,1.1374,2,chill,1,2,0,6,0,2025-07-02T21:32:30.043298
93.0000,0.1176,5.8315,0.0000,3.2951,0.8033,0.8712,80.0000,0.0000,55.2853,55,3.4271,0.0540,1.0974,2,chill,2,2,0,6,0,2025-07-02T21:32:30.093618
70.9998,0.1461,4.9668,0.0000,3.0496,0.7735,1.0759,80.0000,0.0000,61.9530,69,2.6264,0.0692,0.8742,2,chill,2,1,0,6,0,2025-07-02T21:32:30.144467
70.9998,0.1461,4.9668,0.0000,3.0496,0.7735,1.0759,80.0000,0.0000,61.9530,69,2.6264,0.0692,0.8742,2,chill,2,1,0,6,0,2025-07-02T21:32:30.196741
180.0007,0.0022,12.6876,93.0000,6.0684,0.2182,0.1409,102.7987,21.3368,52.5538,67,1.7308,0.0088,0.8868,1,chill,0,3,0,6,0,2025-07-02T21:32:30.321009
185.0002,0.0454,10.3775,0.0000,4.3156,0.3000,0.1716,95.0000,0.0000,63.8514,63,2.0388,0.0181,1.3004,2,chill,1,3,0,6,0,2025-07-02T21:32:30.389028
72.1019,0.0125,4.0510,96.0000,3.9493,0.6924,0.6192,71.4701,14.6985,64.0154,58,2.1005,0.0973,0.9759,1,chill,1,1,0,6,0,2025-07-02T21:32:30.468220
90.0001,0.0963,15.1806,0.0000,5.7183,0.6061,0.4762,100.0000,0.0000,58.7369,39,6.2104,0.0245,0.5696,6,chill,1,3,0,6,0,2025-07-02T21:32:30.575706
114.0013,0.0304,34.7940,126.0000,11.3961,0.2586,0.4138,76.9633,26.4162,57.5108,65,9.1967,0.0024,0.7771,15,chill,1,3,0,6,0,2025-07-02T21:32:30.881500
172.5566,0.0233,11.1472,52.0000,4.6359,0.3157,0.2369,50.2785,7.6359,61.7067,56,2.5177,0.0101,0.9089,1,chill,1,3,0,6,0,2025-07-02T21:32:30.958661
134.0001,0.0606,38.9378,77.0000,11.3628,0.2403,0.1094,77.7787,18.2545,48.3463,42,5.7970,0.0047,0.5348,6,chill,1,3,0,6,0,2025-07-02T21:32:31.248504
57.8881,0.0793,5.3940,86.0000,3.7222,0.4987,0.5462,42.2943,16.0467,66.2589,67,1.8606,0.0764,0.5983,2,chill,1,2,0,6,0,2025-07-02T21:32:31.353652
100.0000,0.0460,3.8282,47.0000,3.1996,0.0806,0.0218,76.2564,13.5035,73.6154,13,0.5000,0.0043,2.0332,1,chill,1,1,0,3,0,2025-07-02T21:32:31.401905
72.0003,0.0808,13.1302,69.0000,5.7660,0.4366,0.6311,69.9333,14.7308,56.2351,57,5.6606,0.0165,0.7794,13,chill,1,3,0,6,0,2025-07-02T21:32:31.558074
120.0000,0.1330,7.3049,36.0000,3.7437,0.3900,0.2619,64.1770,2.5184,58.6754,48,1.8426,0.0230,0.9078,7,chill,2,2,0,6,0,2025-07-02T21:32:31.628247
93.0002,0.0006,26.7232,126.0000,9.9160,0.2780,0.8298,92.9653,25.2358,52.9171,79,9.2875,0.0071,0.6568,9,chill,0,3,0,6,0,2025-07-02T21:32:31.929401
155.0003,0.0395,28.8025,119.0000,10.0557,0.3647,1.3406,89.6801,17.1553,49.9848,60,7.2738,0.0081,0.5043,8,chill,1,3,0,6,0,2025-07-02T21:32:32.186952
62.2102,0.0315,10.5817,107.0000,5.9656,0.8662,1.1098,64.5718,23.9292,69.6715,77,9.4440,0.0449,0.4678,14,chill,1,3,0,6,0,2025-07-02T21:32:32.305117
190.0001,0.5009,2.0173,40.0000,3.3633,2.1920,2.7859,105.2687,12.7403,41.8507,26,3.8881,0.4417,1.4666,7,chill,2,1,0,5,0,2025-07-02T21:32:32.380774
109.0001,0.0620,27.4982,126.0000,10.2667,0.4212,2.4159,99.2510,25.0236,55.4505,58,10.6636,0.0043,0.8654,14,chill,1,3,0,6,0,2025-07-02T21:32:32.629215
126.0001,0.0442,19.7187,91.0000,7.9408,0.5572,1.1318,75.8617,13.3256,54.9740,60,11.1174,0.0094,0.6410,13,chill,1,3,0,6,0,2025-07-02T21:32:32.933844
63.0001,0.0440,17.8160,126.0000,7.6857,0.5071,0.6558,70.0647,23.2105,55.8601,60,8.1834,0.0132,0.6739,15,chill,1,3,0,6,0,2025-07-02T21:32:33.154842
82.4211,0.0103,27.6751,85.0000,9.4334,0.3083,0.5700,91.3729,18.7491,57.6001,48,7.6528,0.0085,0.5758,7,chill,0,3,0,6,0,2025-07-02T21:32:33.355708
91.6395,0.0774,9.7698,36.0000,4.6903,0.3550,0.3314,95.2597,10.7144,62.2242,51,2.4569,0.0101,1.3760,2,chill,1,2,0,6,0,2025-07-02T21:32:33.449724
61.7465,0.1289,11.8865,112.0000,6.3604,0.8430,1.3502,58.7385,21.5113,67.3103,85,11.0425,0.0313,0.3286,15,chill,2,3,0,6,0,2025-07-02T21:32:33.692407
150.0000,0.0947,24.2514,31.0000,7.2352,0.1297,0.1770,59.5748,7.8783,55.8538,51,2.7765,0.0048,0.8345,2,chill,1,3,0,6,0,2025-07-02T21:32:33.794108
97.1725,0.0008,6.6698,43.0000,3.6936,0.3977,0.4108,63.8662,6.4341,63.1723,54,1.7925,0.0501,0.8351,1,chill,1,2,0,6,0,2025-07-02T21:32:33.892369
46.5889,0.0797,3.1604,76.0000,3.2258,1.1813,1.5412,44.5210,13.9871,58.3689,58,2.7386,0.0539,0.6743,3,chill,1,1,0,6,0,2025-07-02T21:32:33.990333
92.5000,0.0007,18.2014,122.0000,7.9571,0.4357,0.7060,82.8346,23.7334,55.2136,83,9.2362,0.0072,1.0344,8,chill,0,3,0,6,0,2025-07-02T21:32:34.215336
80.0000,0.0531,4.6186,0.0000,3.3391,0.9400,1.0648,99.0000,0.0000,72.6923,65,4.2088,0.1206,0.9302,4,chill,1,1,0,6,0,2025-07-02T21:32:34.263507
118.0011,0.0169,27.4226,75.0000,9.3728,0.2336,0.7627,105.8374,20.1231,60.5755,67,6.9531,0.0048,0.7206,7,chill,0,3,0,6,0,2025-07-02T21:32:34.426890
120.0000,0.0316,20.5759,66.0000,7.0858,0.1807,0.2465,76.1551,20.8355,72.1460,26,2.3113,0.0047,0.7684,8,chill,1,3,0,5,0,2025-07-02T21:32:34.556298
91.2135,0.0439,5.1262,23.0000,3.1738,0.5569,0.4364,63.7983,5.5162,60.8747,50,2.5467,0.0699,0.7355,2,chill,1,2,0,6,0,2025-07-02T21:32:34.613686
98.4680,0.0256,7.1560,24.0000,3.6808,0.2228,0.2160,74.7393,4.8523,63.8381,27,1.7564,0.0193,1.0916,1,chill,1,2,0,5,0,2025-07-02T21:32:34.684574
98.4387,0.0274,5.5238,81.0000,4.1105,0.3913,0.2557,77.9570,9.0799,59.8495,42,1.7003,0.0294,1.1446,1,chill,1,2,0,6,0,2025-07-02T21:32:34.755211
128.0000,0.0234,6.5767,84.0000,4.5957,0.6134,0.9782,84.7984,19.9814,59.0310,53,3.4578,0.0655,0.1927,11,chill,1,2,0,6,0,2025-07-02T21:32:34.873476
68.5556,0.0859,19.6638,126.0000,8.1056,0.2415,1.0427,87.6719,27.0659,51.6657,70,5.9382,0.0054,0.9112,7,chill,1,3,0,6,0,2025-07-02T21:32:35.165469
38.7572,0.2618,3.3104,74.0000,3.3478,1.5473,0.9245,53.0105,19.9616,54.9021,51,2.8881,0.2857,0.9735,2,chill,2,1,0,6,0,2025-07-02T21:32:35.224746
60.0000,0.1496,9.6781,126.0000,6.3205,0.8654,1.7673,88.9677,36.6235,52.1742,67,9.4231,0.0466,0.0814,10,chill,2,2,0,6,0,2025-07-02T21:32:35.525596
134.4002,0.1346,19.8566,126.0000,8.2196,0.5000,5.2108,84.3117,18.0984,59.0544,100,7.3556,0.4813,0.0184,13,chill,2,3,0,6,0,2025-07-02T21:32:35.916914
60.5666,0.0862,25.0801,102.0000,9.1302,0.3864,0.8368,71.8276,16.8880,64.2424,58,10.8479,0.0086,0.6083,12,chill,1,3,0,6,0,2025-07-02T21:32:36.109452
175.0001,0.0109,21.5257,123.0000,8.4741,0.3042,0.4681,80.2717,22.7447,55.8138,56,7.2882,0.0107,0.5556,13,chill,1,3,0,6,0,2025-07-02T21:32:36.364413
122.0001,0.0979,41.6726,118.0000,11.9166,0.0863,0.2275,42.9787,22.3530,53.7959,56,4.3458,0.0091,0.0099,9,chill,1,3,0,6,0,2025-07-02T21:32:36.754817
89.9901,0.0266,6.4576,40.0000,4.2619,0.4398,0.3590,116.7889,14.7785,41.2195,36,1.7966,0.0285,1.0243,3,chill,1,2,0,6,0,2025-07-02T21:32:36.842537
92.9001,0.0720,5.4007,48.0000,3.4645,0.2443,0.2564,65.4521,10.5213,69.3096,56,1.1986,0.0211,0.8153,1,chill,1,2,0,6,0,2025-07-02T21:32:36.898257
140.0001,0.5739,11.7542,77.0000,5.6651,0.1723,0.7198,99.7345,4.1079,47.1762,48,2.1700,0.0090,1.2212,3,chill,1,3,0,6,0,2025-07-02T21:32:36.966249
110.0001,0.0000,30.6443,99.0000,9.9992,0.1293,0.2175,90.1535,22.9392,60.1205,58,4.9501,0.0071,0.0504,6,chill,0,3,0,6,0,2025-07-02T21:32:37.243334
99.0001,0.0636,22.3539,92.0000,8.2947,0.1833,0.2807,112.0653,15.3563,54.4028,54,3.0600,0.0084,0.2000,9,chill,1,3,0,6,0,2025-07-02T21:32:37.522845
90.0001,0.0381,10.0837,102.0000,5.7757,0.9827,0.9256,63.2104,30.8300,59.8708,48,9.3858,0.0168,0.9583,7,chill,1,3,0,6,0,2025-07-02T21:32:37.653778
78.4000,0.0943,12.0222,112.0000,6.6506,0.4634,2.9062,108.3050,22.8169,53.6956,74,6.7593,0.0325,0.0343,12,chill,1,3,0,6,0,2025-07-02T21:32:37.861899
130.0001,0.4987,8.6901,0.0000,3.9711,0.1115,0.0000,100.0000,0.0000,54.4688,22,1.3750,0.0233,1.0084,1,chill,2,2,0,4,0,2025-07-02T21:32:38.039610
92.0000,0.0232,22.5767,126.0000,9.1518,0.5710,0.9942,72.8913,29.7198,55.9038,58,13.5752,0.0095,0.5244,14,chill,0,3,0,6,0,2025-07-02T21:32:38.489747
180.0000,0.0339,21.2400,72.0000,7.7275,0.3103,0.9074,80.8790,18.9173,55.9698,62,6.8383,0.0082,0.7762,6,chill,1,3,0,6,0,2025-07-02T21:32:38.657768
119.0004,0.0080,20.5096,126.0000,8.4537,0.2706,0.4195,101.1400,24.9265,50.2652,65,6.0117,0.0060,0.2672,8,chill,0,3,0,6,0,2025-07-02T21:32:38.893371
91.5000,0.0049,5.5553,84.0000,4.2445,0.7126,0.7976,70.9767,12.7546,61.0100,43,3.8514,0.0240,1.4002,2,chill,1,2,0,6,0,2025-07-02T21:32:38.971690
90.0000,0.0303,14.3202,0.0000,5.9435,0.5383,0.7815,127.0000,0.0000,52.4294,70,7.1063,0.0171,0.4283,14,chill,1,3,0,6,0,2025-07-02T21:32:39.201618
135.0014,0.0275,24.9596,64.0000,8.8279,0.3053,0.2188,121.1960,7.0797,57.3878,55,5.9948,0.0093,0.6216,8,chill,0,3,0,6,0,2025-07-02T21:32:39.348425
100.0000,0.0186,6.8702,45.0000,3.9894,0.5292,0.3031,79.8302,8.5983,60.1857,31,2.1844,0.0738,1.0932,1,chill,1,2,0,6,0,2025-07-02T21:32:39.418297
131.0001,0.0759,33.1655,123.0000,11.2837,0.2614,0.3705,110.1252,17.8211,47.6935,48,7.4506,0.0036,0.0410,15,chill,1,3,0,6,0,2025-07-02T21:32:39.735803
90.0009,0.0454,12.1366,64.0000,5.5767,0.2927,0.3417,90.6116,15.7513,52.3148,53,3.5450,0.0175,0.8966,9,chill,1,3,0,6,0,2025-07-02T21:32:39.917823
112.0001,0.0575,16.3531,0.0000,5.9055,0.3372,0.5576,100.0000,0.0000,46.8962,53,5.5028,0.0087,0.8748,14,chill,1,3,0,6,0,2025-07-02T21:32:40.149456
74.3960,0.1220,23.2377,97.0000,8.3027,0.2550,0.2678,82.9140,20.4847,69.8891,72,4.5077,0.0103,0.0902,6,chill,1,3,0,6,0,2025-07-02T21:32:40.301048
76.3813,0.0391,1.7671,90.0000,3.6016,2.7695,3.0459,65.7778,18.5501,62.1147,69,5.5048,0.9441,0.4467,5,chill,1,0,0,6,0,2025-07-02T21:32:40.436747
120.0000,0.0214,17.0508,80.0000,7.2065,0.2271,0.6559,114.1691,9.3376,52.7175,67,4.8765,0.0092,0.6681,8,chill,0,3,0,6,0,2025-07-02T21:32:40.685651
68.9246,0.1565,3.1995,28.0000,2.7557,0.6922,0.6487,62.6023,5.7377,62.2386,47,1.7358,0.0546,1.0118,1,chill,2,1,0,6,0,2025-07-02T21:32:40.749321
140.0001,0.1867,9.4306,57.0000,5.0887,0.3193,0.3070,113.8895,18.1220,56.0707,56,2.0758,0.0143,0.8653,1,chill,1,2,0,6,0,2025-07-02T21:32:40.817538
71.0000,0.1454,3.2683,0.0000,2.4762,0.9616,1.0852,64.0000,0.0000,65.1078,53,2.3534,0.0498,0.9279,1,chill,2,1,0,6,0,2025-07-02T21:32:40.901474
